DemAffl,DemAge,PromSpend,PromTime,TargetBuy
4,63,1800,10,1
6,55,500,8,0
13,54,2000,2,1
9,32,0.01,4,1
9,50,4449.75,1,0
9,34,0.01,4,0
8,66,1500,8,0
12,66,100,1,1
6,64,6000,1,0
20,37,7000,6,1
11,36,0.01,4,1
11,63,4000,3,0
6,59,6053.35,5,0
8,39,500,2,1
6,47,0.01,9,0
12,61,22800.01,13,0
5,48,6000,5,0
9,44,5173.73,11,0
10,64,19597.32,5,0
8,58,7500,5,0
12,69,12000,8,0
5,32,0.01,5,1
18,34,0.01,8,1
6,48,4000,6,0
9,72,5000,5,1
7,59,0.01,9,0
5,76,56078.38,26,0
8,55,6053.35,5,0
8,70,12000,2,0
11,60,9000,4,0
11,62,35465.2,25,0
10,46,5000,4,0
11,33,0.01,4,0
12,42,3000,1,0
9,46,0.02,5,0
16,56,1000,7,0
6,35,1015,3,1
18,49,3000,4,0
8,46,0.01,8,0
11,34,0.01,8,1
10,33,3.32,5,0
6,45,6000,2,0
11,37,10000,5,1
11,37,0.01,5,1
9,48,20485.84,3,0
15,72,3026.67,7,0
8,44,6053.35,5,0
14,48,1000,4,1
7,54,0.01,5,0
10,71,1000,0,1
7,51,2000,20,0
12,40,3000,1,1
16,40,50.01,8,0
16,40,500.01,9,1
10,76,1200,4,1
10,51,0.01,5,1
16,63,4700,11,0
8,66,0.01,8,0
6,46,0.01,5,0
6,35,0.01,8,0
6,69,10000,5,0
7,51,17217.78,4,0
7,69,6000,3,0
7,34,0.01,5,0
9,35,0.01,5,0
4,40,1500,4,0
13,41,0.01,5,0
9,76,0.01,17,0
4,47,0.01,9,0
9,65,20000,4,0
5,60,6053.35,7,1
23,47,0.01,8,1
8,30,0.01,5,0
13,73,100,7,1
14,32,0.01,5,1
7,53,12106.7,6,0
8,56,10000,1,1
8,46,12140.78,7,0
15,55,1230,5,0
8,53,3000,26,0
9,70,6105.32,9,0
4,65,2000,5,1
13,77,500,8,1
13,51,6000,2,0
9,46,0.01,5,0
11,48,0.01,5,0
11,53,6000,3,0
10,33,0.01,4,1
8,78,3000,8,0
9,49,20023.75,3,0
14,55,0.01,7,0
13,64,6000,2,0
8,76,3000,14,0
8,45,0.01,9,0
10,31,10,7,1
6,52,1200,10,0
10,61,1500,5,1
10,53,12107.64,6,0
5,56,0.01,8,0
8,49,6053.35,5,0
10,33,600,4,1
10,43,4035.57,4,1
10,41,6000,5,0
6,30,0.01,5,0
9,76,8053.34,3,0
7,76,18000,3,0
4,46,1000,5,0
7,41,0.01,4,1
5,41,0.01,5,0
5,71,9000,8,1
10,50,9000,3,0
10,35,0.01,5,1
3,54,6000,2,0
16,68,3000,8,1
3,76,0.01,7,0
6,53,7410,8,0
10,45,0.01,9,0
9,72,10937.59,8,0
4,70,3000,4,0
9,52,100,1,0
6,61,6053.35,6,1
6,50,0.01,5,0
8,67,5726.89,3,0
5,50,20435.71,3,0
8,48,8000,1,0
12,51,8800,8,1
4,30,700,5,1
7,68,6315,4,0
9,29,0.01,5,1
16,64,1000,13,1
12,55,6000,11,0
4,63,0.01,4,0
9,61,3600,12,0
8,65,5000,32,0
7,57,600,10,0
5,66,0.01,5,0
6,63,0.01,5,0
7,71,3000,6,0
10,31,2020.76,2,1
10,50,1100,1,0
5,68,9000,3,0
10,79,6053.34,4,1
7,66,6000,5,0
7,56,0.01,4,0
6,39,19411.32,3,1
5,51,7000,4,1
7,70,18500,8,0
8,68,6000,2,0
15,60,6000,1,1
6,79,2000,2,0
12,68,100.01,7,0
3,70,1000,2,0
9,62,2044.49,5,1
9,42,0.01,8,1
6,59,0.01,8,0
9,31,10500,1,1
8,57,0.01,10,0
5,53,2133.12,6,0
10,65,6000,6,0
7,58,6100,2,1
10,58,100,1,1
14,30,0.01,7,0
12,79,6000,4,0
10,52,10000,2,0
6,69,9000,5,0
11,49,0.01,4,0
7,42,0.01,5,1
9,40,3000,5,0
15,36,480,4,1
7,66,1600,8,0
10,61,1000,4,1
9,58,3000,9,0
9,42,6105.32,7,0
7,40,6105.32,7,0
15,36,0.01,8,1
15,76,239542.13,4,1
7,58,0.01,8,0
8,47,0.01,4,0
13,68,500,9,1
9,31,0.01,7,0
7,37,0.02,9,0
10,46,0.01,8,0
16,37,0.01,5,1
8,62,20173.35,13,0
8,47,120,9,0
7,36,0.01,4,0
8,65,9000,3,0
10,40,0.01,4,1
9,34,0.02,8,1
7,68,6053.34,4,0
4,64,10000,1,0
8,42,0.01,8,1
15,69,12000,11,1
15,41,0.01,7,0
6,67,12900,13,0
8,27,2500,3,1
11,70,10000,1,0
6,66,6000,3,0
13,56,0.01,8,0
4,62,0.01,8,1
10,73,3000,2,0
2,66,12000,31,0
6,50,5000,3,0
5,35,6000,4,0
6,34,0.01,7,0
2,48,1300,11,0
8,40,0.01,4,0
6,60,0.01,8,0
11,60,3000,1,0
9,54,6000,13,0
7,61,20520.14,3,0
4,37,2700,4,0
10,74,7000,5,0
8,74,9042.94,8,0
8,31,420,1,0
10,51,0.01,5,0
12,58,4000,4,0
3,48,4200,4,0
10,65,1500,4,0
8,52,0.01,5,0
7,60,25000,1,0
9,68,12132.64,4,0
11,68,6000,8,0
7,72,12210.64,7,0
12,63,1500,5,0
6,64,1500,1,0
4,66,4680,8,1
10,47,0.01,7,1
9,63,0.01,9,0
10,44,0.01,5,0
11,62,6000,6,0
12,48,6053.34,12,0
14,44,480.01,5,1
10,43,12000,21,0
8,29,35,3,0
9,47,0.01,5,0
13,77,18053.35,25,0
5,46,100,10,0
16,35,0.01,7,1
8,51,0.01,5,0
9,71,3000,8,0
10,44,0.01,4,1
12,42,0.01,5,1
5,57,10000,2,0
9,50,7500,3,0
19,34,5050,2,1
14,62,0.01,9,1
12,65,6000,5,0
8,57,9000,8,1
4,32,359.85,8,1
16,59,6000,2,0
6,48,0.01,4,0
9,37,0.01,4,0
6,55,0.01,8,0
12,40,0.01,4,0
10,55,2000,9,0
7,36,4750,8,0
6,59,0.01,4,0
6,34,600,4,1
3,42,1800,4,0
10,34,50,9,1
6,75,3000,8,1
10,28,9000,10,1
7,37,0.01,8,1
9,67,0.01,8,0
5,40,0.01,5,0
8,48,0.01,5,0
9,53,6000,6,0
10,48,6500,1,0
10,39,0.02,5,0
9,64,4200,2,1
9,76,2000,6,0
8,39,0.01,5,1
6,42,0.01,5,0
16,57,0.01,0,0
8,66,12000,4,0
8,59,0.01,5,0
12,73,13122.49,8,0
6,70,1550,2,0
9,43,50.01,8,0
3,74,6000,11,0
11,70,20531.94,4,0
10,50,2000,9,0
8,45,100.01,8,0
10,47,12000,4,0
6,76,3000,6,1
9,35,0.01,4,0
6,60,12000,6,0
12,63,18035.46,17,0
14,72,5000,2,0
11,62,19416.15,3,0
6,56,2000,5,0
11,52,0.01,8,0
11,30,6000,1,0
8,63,1000,5,0
10,56,6000,4,0
5,44,1000,1,0
12,30,10,6,1
8,34,0.01,5,1
14,58,7515,9,0
10,73,20655.59,3,0
7,60,6000,4,0
6,70,10000,6,0
5,54,29158.67,11,0
13,69,2000,9,0
7,76,13500,26,0
12,45,0.01,9,0
25,38,2000,4,1
9,69,6000,22,0
6,70,3000,24,0
13,28,8000,1,1
9,77,3000,1,0
12,42,0.01,5,1
8,43,0.01,7,1
13,54,0.01,8,0
12,65,6053.35,13,0
6,75,3000,5,1
11,21,1000,1,0
8,71,172.83,12,0
27,38,3397.96,3,1
12,69,0.01,10,0
5,51,12000,8,0
8,75,2000,5,0
5,67,12000,4,0
8,69,2610.01,8,0
7,44,0.01,5,0
6,45,0.01,5,0
7,70,600,5,0
8,66,6000,2,0
5,55,20000,9,1
4,60,3000,2,0
12,78,500,10,0
12,48,0.01,5,0
14,36,0.01,5,1
3,46,5089.71,6,0
10,65,6000,2,0
11,45,0.01,5,0
3,51,0.01,8,0
9,53,730,8,0
8,40,420,5,1
8,42,2000,5,0
5,42,3800,6,0
9,42,0.01,5,1
4,56,1000,1,0
4,57,0.01,6,0
11,56,4000,12,0
9,23,420,4,1
8,41,6000,2,0
8,50,1000,9,0
6,58,2100,2,0
13,37,200,8,0
9,61,0.01,8,1
8,54,2000,10,0
8,62,36214.33,6,0
3,49,0.01,5,0
4,50,6105.32,8,0
10,75,39416.32,3,0
3,48,0.01,8,0
7,38,9053.35,8,1
8,60,4000,1,0
7,60,960,5,0
9,78,1000,12,0
5,52,3000,9,0
12,46,12000,8,0
4,66,1000,6,0
5,70,6053.35,7,0
12,41,50.01,8,0
5,58,6000,4,0
7,56,12106.7,7,0
11,44,3000,8,0
9,31,0.01,5,0
9,75,4500,12,0
10,70,9600,12,1
10,77,6000,5,0
9,52,6000,5,1
8,62,8864.21,19,0
10,29,0.01,5,1
7,78,500.01,8,0
11,59,6053.35,12,0
8,43,0.01,5,0
9,66,3000,5,0
6,62,2500,1,0
15,35,0.01,4,1
7,77,3550,2,1
11,66,3000,2,0
12,57,3026.67,6,0
10,64,12247.7,7,0
8,77,2325,2,0
8,51,5997.16,6,0
8,64,6053.35,16,0
10,55,10000,2,0
5,65,6000,2,0
9,74,0.01,9,0
10,78,1000,15,1
14,42,0.01,4,1
2,55,1795.46,6,0
6,75,1000,16,0
16,37,0.01,5,0
8,34,0.01,4,0
10,40,500,8,0
7,66,1000.01,6,0
12,37,0.01,5,1
7,40,0.01,5,0
7,74,4000,5,0
6,60,6580.42,12,1
5,59,0.01,2,0
9,24,3000,2,1
7,58,1000,2,0
9,46,600,8,1
8,55,0.01,5,0
9,67,2000,23,0
7,60,0.01,4,1
7,75,12652.53,2,0
5,72,12158.67,8,0
13,44,0.01,5,0
8,53,6058.76,3,0
13,61,1500,7,1
8,42,0.01,4,0
4,52,12000,8,0
5,30,1000,4,1
11,67,12000,2,0
10,32,6000,1,1
17,36,0.01,6,1
11,28,0.01,4,1
16,39,0.01,8,1
13,67,960,4,0
7,45,0.01,7,0
8,64,17794.81,5,0
4,69,12000,4,1
4,48,20000,6,0
8,73,290.85,15,0
4,40,0.01,4,0
6,65,18440.6,17,0
5,53,6000,4,0
12,41,0.01,9,1
7,62,3600,5,0
11,63,4000,1,0
4,75,0.01,8,0
3,55,6000,2,0
3,49,0.01,4,0
7,72,29741.46,4,0
8,73,1000,5,0
10,53,2200,8,0
9,41,1000,5,0
10,75,0.01,9,0
11,61,12000,8,0
12,66,1000,5,0
6,75,6000,4,0
8,39,100,7,0
11,59,0.01,4,0
8,73,5500,30,0
19,34,0.01,4,1
12,46,0.01,5,0
4,30,0.01,5,0
7,66,3000,15,0
6,52,1400,4,0
9,69,0.01,8,0
13,50,3000,14,0
4,42,0.01,8,0
9,65,0.01,5,0
9,29,0.01,5,0
8,70,20517.9,3,1
3,51,0.01,8,0
6,33,100,1,0
11,41,420,5,1
11,56,6000,5,0
12,73,3141.37,6,0
8,36,0.01,8,0
7,52,180,8,0
14,33,0.01,5,1
8,28,100,7,0
10,51,0.01,8,0
5,77,3000,23,0
11,76,47096.27,12,0
9,67,6000,2,0
5,43,0.01,5,1
13,74,7500,5,1
13,44,0.01,5,1
7,46,0.01,5,0
12,53,3000,5,1
10,49,0.01,7,1
8,46,50,10,1
10,37,0.01,8,0
11,42,1800,1,1
14,27,1000,4,0
9,56,3000,8,0
14,54,0.01,4,0
5,43,6000,1,0
11,52,0.01,5,0
16,42,8800,8,1
10,54,0.01,9,0
7,60,5000,5,0
9,50,50,10,0
4,40,17000,3,0
6,54,0.01,4,0
12,47,0.01,4,0
8,47,3000,6,0
10,42,6000,1,0
8,49,1000.01,5,0
18,52,0.02,8,1
7,68,3000,3,0
10,64,5000,5,0
6,64,6107.64,5,0
6,37,0.01,4,1
15,58,6060.11,29,0
9,46,4200,3,0
11,23,700,2,1
10,60,300,11,0
8,44,0.01,5,1
10,60,7080.39,13,0
7,62,0.01,4,0
5,50,0.01,7,0
7,54,1000,4,0
9,37,6000,3,1
10,42,0.02,5,1
7,71,42183.67,22,0
12,49,100,4,0
9,33,0.01,9,0
7,49,1000,5,0
13,60,6000,11,1
9,57,15000,3,0
14,53,0.01,4,0
5,62,6000,4,0
8,51,0.01,4,0
12,67,1000,1,0
4,77,5000,2,0
12,50,600,4,1
6,62,5000,4,0
10,49,1009,6,0
13,77,1716.67,7,1
6,50,6000,1,0
7,33,11195,4,0
11,66,6053.35,6,1
6,72,300,10,0
7,74,1000,9,0
16,56,6000,2,1
10,78,6105.32,9,0
7,60,3000,3,0
8,66,51000,9,0
6,31,0.01,7,1
6,44,5000,1,0
9,51,0.01,5,0
10,60,6025,3,0
14,28,0.01,7,1
10,50,21000,4,0
12,51,1000.01,5,0
12,54,500,8,1
6,48,0.01,6,1
10,72,3000,7,0
8,61,20000,6,0
16,55,0.01,6,1
7,66,4600,6,0
2,41,0.01,8,0
4,51,600,5,0
9,79,200,8,0
12,78,1500,20,0
10,53,6053.35,7,0
4,32,0.01,4,1
8,66,12105.32,7,0
13,61,0.01,5,1
10,46,2000,7,1
7,56,0.01,8,0
16,76,6000,2,1
10,60,3052.56,16,0
16,33,1000,4,1
16,37,0.01,8,1
8,54,3000,1,0
12,63,3350,4,1
11,44,480,8,1
5,74,3000,8,0
11,66,3000,18,0
9,75,2000,2,0
5,45,0.01,5,0
8,66,20691.49,3,0
12,69,1000,7,0
10,28,3000,5,0
8,72,6000,1,0
11,33,0.01,8,0
12,56,1800,6,0
6,53,1200,5,0
11,48,2600,7,0
17,30,0.01,5,1
6,55,0.01,4,0
7,40,4000,5,1
12,40,1200,1,1
10,49,200,7,0
14,32,0.01,8,0
5,66,12000,2,1
10,75,9105.32,8,0
7,58,3000,18,0
5,79,6000,1,0
6,41,2457.95,2,0
8,53,1680,4,0
5,49,0.02,5,0
8,46,0.01,7,0
7,59,4951.5,15,0
12,62,6000,1,0
6,74,24000,18,0
8,38,900.02,11,1
7,35,1500,4,1
7,50,0.01,5,0
10,40,600,1,0
11,68,0.01,9,1
7,52,6053.34,4,0
8,36,0.01,5,1
14,55,1412.97,12,1
13,75,0.01,9,0
13,72,1000,1,0
6,73,5000,31,0
20,34,0.01,5,1
6,62,1000,5,0
11,63,500,9,1
15,44,500,9,0
5,57,6000,1,0
9,62,1530.99,11,0
8,77,3000,6,0
15,71,6000,3,0
16,41,15000,1,1
10,58,15000,4,0
5,46,0.01,4,0
9,63,6000,11,0
9,59,5000.01,5,0
13,39,2000,3,1
8,31,0.01,7,0
8,62,300.01,8,0
11,50,6053.34,4,0
4,40,5000,10,0
10,46,0.02,5,0
6,43,12053.35,5,1
13,30,6000,1,1
7,50,0.01,4,0
5,68,6000,1,0
7,67,10000,9,0
8,45,1600,6,0
13,56,0.01,5,0
12,33,1000,1,0
6,44,3436.71,5,0
8,41,0.01,5,1
13,31,500.01,9,1
10,47,0.01,8,0
8,62,3000,7,0
8,25,4000,5,1
7,60,6000,13,0
7,50,12106.7,7,0
10,50,35,3,0
7,56,9000,8,0
13,51,4050,1,0
11,60,0.01,8,0
11,74,20000,1,0
11,35,0.01,8,1
9,37,600,4,0
7,50,0.01,8,0
4,54,3000,7,0
8,44,0.01,5,0
13,23,100,3,1
15,51,6000,1,0
8,49,5000,3,0
9,51,5000,2,1
8,63,4000,2,0
9,48,0.02,8,0
6,71,0.01,5,1
7,53,15000,4,0
5,77,1000,14,0
16,44,500,10,1
9,57,550,8,0
4,59,6000,1,0
10,38,0.01,8,0
12,41,0.01,5,1
11,32,0.01,5,1
13,33,0.01,5,1
7,61,23000,21,0
12,34,0.01,5,1
7,69,6000,15,1
12,62,300.01,9,0
5,60,26170,18,0
8,54,1579.44,18,0
9,42,0.01,8,0
6,68,12000,2,0
9,65,0.01,11,1
11,55,1000,4,1
10,54,6000,4,1
6,57,0.01,4,1
9,42,0.01,8,0
9,73,6053.35,28,1
19,51,0.01,5,1
10,69,2000,5,0
11,65,5999.98,4,0
4,54,22991.41,8,0
15,34,0.01,4,1
12,62,0.01,8,1
10,39,0.01,4,0
15,38,6000,4,1
6,64,3000,10,0
6,30,420,1,1
9,76,9000,5,0
4,76,10053.35,17,0
11,37,0.01,5,1
8,47,235.01,8,0
7,34,0.01,4,1
5,45,0.01,9,0
9,59,6000,5,1
7,40,0.01,5,0
11,52,1500,8,0
6,69,2200,11,0
8,41,600,1,0
9,49,6000,15,0
16,37,0.02,5,1
16,37,4500,9,1
10,60,1000,5,0
12,63,3035.88,7,0
8,58,26016.6,3,0
6,33,2000,1,0
10,66,6000,2,0
11,79,10000,1,1
12,38,2000,5,1
5,46,6053.35,5,1
7,33,0.01,5,0
7,61,1000,15,0
12,70,1000,9,0
7,47,0.01,8,0
10,29,7000,5,0
10,47,6107.64,6,0
6,46,3000,3,0
7,60,360,11,0
4,65,2143.57,5,0
11,32,0.01,5,0
8,53,420,9,0
7,70,2543.88,11,0
6,54,0.01,4,1
6,55,6000,1,0
7,60,0.01,15,0
4,64,4000.01,7,0
7,53,6000,9,0
7,60,0.01,5,0
11,59,0.01,6,0
7,67,8616.22,8,0
7,59,6395.58,12,0
5,55,26501.03,3,0
13,56,2000,2,0
11,59,1500,2,1
7,67,4260,13,0
3,65,3000,8,0
8,51,20681.55,3,0
9,44,1600,9,1
9,33,0.01,9,1
6,71,6000,3,0
6,50,3026.67,10,0
9,77,6000,31,0
6,62,6000,3,0
8,28,0.01,8,0
8,38,0.01,6,1
10,43,2500,3,1
9,37,0.02,5,1
7,60,13000,4,0
9,40,0.01,9,0
6,46,5000,16,0
16,33,1000,5,1
6,73,6000,3,0
10,46,35,3,1
11,44,13000,11,1
7,70,3000,13,0
14,58,100,2,0
8,65,6000,2,0
6,52,0.01,9,0
9,40,14561.29,7,0
10,49,1200,4,0
6,43,600,4,0
9,74,6000,3,0
10,76,6000,2,1
6,76,3050,2,0
9,49,0.01,7,0
7,50,12035.56,4,0
11,42,2880,1,0
12,67,20000,1,0
6,74,0.01,8,0
3,59,6000,1,0
3,48,6000,2,0
4,69,1000.01,8,0
5,50,100,1,0
11,52,120,12,1
9,38,0.01,4,0
4,47,100,1,0
7,51,3700,5,0
9,70,3000,8,1
7,44,2000,7,1
4,66,20594.13,8,0
7,52,3000,8,1
5,69,15000,5,0
11,63,0.01,5,1
7,56,5000,1,0
3,78,6000,2,0
6,68,12000,15,0
21,32,0.01,4,1
6,62,3000,4,0
6,73,3919.58,5,0
10,38,6000,5,1
9,47,6053.35,7,0
8,37,40,2,0
7,58,6000,1,0
7,41,0.01,5,1
11,38,0.01,5,0
6,53,20539,11,0
12,49,600,9,1
10,34,1680,4,1
9,66,0.01,8,0
11,37,2000,5,1
5,55,6000,2,0
7,54,0.01,5,0
10,64,9000,5,0
12,42,0.01,5,1
4,51,680,6,0
10,41,0.01,7,0
13,38,0.01,5,1
5,60,4000,2,0
8,25,1000,5,0
6,52,0.01,4,0
6,47,11000,6,0
6,40,0.01,8,0
7,54,20274.85,3,0
6,71,0.01,8,0
10,36,1100.01,5,0
12,30,100,1,1
10,67,1000,9,0
8,44,9000,8,0
11,54,339.78,3,0
14,52,6000,2,0
7,77,15000,5,0
11,33,0.01,8,1
7,60,7600,8,0
16,41,0.01,4,1
9,32,600,1,0
10,37,0.01,8,1
8,72,6000,4,0
5,47,0.01,9,0
8,70,30000,5,0
13,46,5000,4,0
13,35,0.01,4,1
6,63,20000,4,0
10,44,0.01,5,0
7,60,0.01,5,0
6,56,0.01,5,0
6,43,0.01,8,1
12,51,3000,6,1
9,64,0.01,7,0
7,35,0.01,5,0
7,32,0.01,5,1
9,35,0.01,5,1
7,62,6000,5,1
6,64,31000,6,0
3,51,0.01,5,0
10,28,1200,1,1
7,73,18017.73,8,0
9,48,0.01,8,0
18,49,2600,7,0
8,62,3000,8,0
6,57,18140.77,7,0
10,38,10000,6,1
10,66,8952.66,9,0
8,50,6000,3,0
9,77,9000,3,0
8,60,8000,3,0
9,63,6000.01,9,0
9,44,0.01,5,0
7,39,0.01,5,1
11,49,0.01,8,0
8,32,5000,7,1
11,62,1500,5,1
11,57,1500,5,0
10,37,0.01,5,1
4,56,0.01,5,0
6,37,500,9,0
9,40,0.01,5,0
9,73,1500,28,1
10,49,0.02,8,0
11,26,0.01,4,1
8,44,6000,21,0
14,48,3100,5,0
11,65,7000.02,4,0
16,65,600,8,0
11,74,1000,4,0
6,49,6300,27,0
3,69,1000,8,0
13,26,1250,1,1
6,66,4884.25,8,0
9,67,16000,5,0
14,41,50.01,8,0
7,58,800,9,0
10,35,6000,11,1
8,33,0.01,11,1
7,52,1000,12,0
9,49,0.01,5,0
12,47,500,7,1
6,52,60.01,8,0
2,69,6000,6,0
15,47,0.01,6,0
10,63,1100,9,0
6,53,0.01,9,0
4,69,3000,16,1
7,61,8120.37,3,0
10,64,9000,13,1
5,39,4200,11,0
11,40,2300,9,0
5,65,1000,5,0
6,68,26088.81,11,0
6,31,2000,2,1
10,53,0.01,5,0
8,43,6000,4,0
9,61,2500,16,1
4,52,0.01,7,0
6,45,1300,8,0
16,65,6053.35,7,0
7,60,11500,4,0
7,59,1000,5,0
12,52,11351.34,2,0
6,55,2000,5,0
14,46,11000,2,1
9,53,0.01,5,0
13,79,27000,21,0
6,36,0.01,4,0
10,61,0.01,8,0
14,39,0.01,9,1
6,54,3000,7,0
9,24,4500,7,1
7,47,12158.67,13,0
12,56,9600.43,15,0
10,48,0.01,8,0
7,41,1443.24,12,0
8,54,0.01,5,0
11,72,0.01,13,0
7,50,0.01,4,0
5,67,50000,4,0
12,53,0.01,4,1
7,63,10000,9,0
6,53,0.01,9,0
9,51,0.01,10,0
8,33,0.01,4,0
8,69,2200,5,0
11,37,500,8,1
8,49,0.01,4,0
4,51,20527.8,3,0
7,42,0.01,8,1
6,24,6000,2,1
5,48,2000,5,1
6,30,0.01,5,0
10,56,12000,8,1
9,73,5000,4,0
7,36,6000,11,0
11,71,6000,2,0
9,48,1200,5,0
3,55,1092.22,5,0
9,78,4100,9,1
12,46,0.01,5,0
9,76,4000,5,0
8,72,12000,3,0
10,53,0.01,5,0
8,33,3000,8,0
3,63,3000.01,8,0
6,41,1000.01,9,0
6,67,0.01,8,0
14,69,5000,4,0
10,34,1500,9,1
8,53,6000,2,0
12,47,2000,1,0
3,53,4884.25,8,0
8,59,12000.01,2,0
8,61,3600,11,0
9,42,0.01,8,1
15,58,12105.32,7,1
11,51,0.01,8,0
7,56,6025,6,0
10,46,5000,2,0
2,60,6000,3,1
10,55,600,8,0
6,51,3000,2,0
8,31,600,9,1
8,38,0.01,8,0
1,46,0.01,5,0
5,55,0.01,8,0
11,50,3000,3,0
11,54,13000,1,0
11,40,3000,1,1
5,32,840,5,0
13,31,1000,4,1
6,36,600,10,1
12,37,6000,1,1
9,52,3500,7,0
6,72,23776.73,11,0
14,43,0.01,4,0
7,45,300,9,0
3,50,3000,1,1
10,74,20678.85,15,0
6,52,6000,6,0
5,69,1262.01,16,0
7,74,5000,4,0
4,77,9025,11,0
6,60,0.01,4,0
11,67,10000,4,1
9,57,3000,8,0
10,56,3000,5,0
12,41,12155.32,7,0
11,68,3000,3,1
14,70,3000,1,0
7,54,0.01,10,0
6,63,10000,4,0
14,69,8505.32,11,1
10,67,0.01,8,0
7,48,9000,10,0
11,62,12000,10,0
7,76,4000,12,1
11,52,10000,3,1
6,29,12000,3,1
4,51,0.01,6,0
4,52,0.01,8,0
12,69,10000,4,0
10,69,10000,16,0
8,76,35042.92,12,0
6,71,2000,8,0
10,40,0.01,8,1
3,52,0.01,14,0
6,71,18266.31,11,0
15,37,1500,8,1
20,35,1000,3,1
15,65,6053.34,4,0
10,75,26000,4,0
18,46,0.01,8,1
9,58,6000,17,0
5,67,10000,4,0
8,64,0.02,5,1
7,56,5000,3,0
6,51,0.01,5,0
6,56,0.01,7,0
7,49,0.01,8,0
5,42,0.01,5,0
9,56,6107.64,7,0
7,51,0.02,8,0
6,49,0.01,8,0
12,64,0.01,7,1
3,68,1081.89,13,0
20,38,0.02,9,1
7,48,0.01,5,0
10,34,5000,4,1
11,34,0.01,7,0
6,50,0.01,5,0
8,41,100,7,0
6,31,550,8,0
8,56,0.01,8,0
12,44,1198,1,0
11,68,8000.9,26,0
12,27,1000,4,0
8,58,500,10,0
9,43,0.02,6,1
3,77,1000,5,0
8,68,18158.67,7,0
5,74,5329.73,18,0
8,43,0.01,8,0
13,51,12053.34,4,0
11,74,15660.64,6,0
5,51,6000,2,0
12,47,0.01,4,0
16,71,7106,12,0
5,71,3000,8,0
8,42,1000,5,1
6,66,480,9,0
10,63,3000,6,0
7,73,20457.13,3,0
7,67,6053.34,4,0
12,30,16000,4,0
6,57,0.01,4,0
12,62,0.01,5,0
12,74,8000,5,0
8,51,18106.7,9,0
8,56,2000,5,1
6,69,6000,1,0
8,71,5000,5,0
10,41,16947.44,8,0
14,38,2050.01,8,1
9,62,12000,2,0
3,45,0.01,5,0
4,56,12000,8,0
16,51,8600,5,0
8,47,0.01,8,0
10,45,0.01,4,0
8,32,0.01,5,1
9,53,1500,28,0
13,60,0.01,4,0
15,40,360,9,1
9,66,3000,5,1
2,57,1000,28,0
5,57,3151.25,3,0
13,57,3000.01,6,0
9,31,0.01,5,1
6,47,0.01,5,0
7,39,1000,6,1
6,37,0.01,4,0
6,45,18160.99,6,0
8,51,1000,9,0
10,41,0.01,5,0
7,55,1500,9,0
9,42,2000,2,1
10,58,20483.27,3,0
13,46,0.01,5,0
10,35,1000,3,1
4,47,1000,4,0
8,35,1200,1,1
8,35,0.01,5,0
6,54,2000,4,0
6,74,8500.01,9,0
9,62,11025,7,0
9,50,600,2,0
12,67,6000,3,0
12,74,22000,24,0
3,71,6000,8,0
10,67,296313.85,8,0
7,69,3000,3,0
7,56,1500,5,0
4,62,4000,5,0
14,37,219.94,11,1
8,71,420,8,1
4,74,12000,5,0
18,35,1000,5,1
13,44,7461.8,7,1
17,53,100,9,0
10,44,0.01,8,1
11,27,500,8,1
4,49,0.01,5,0
10,35,0.01,6,0
11,46,0.01,5,0
10,75,12000,3,0
16,54,0.01,5,0
9,48,0.01,5,0
5,54,0.01,7,1
6,61,5000,2,0
4,76,2000,6,0
4,69,500,9,0
10,68,0.01,7,1
6,77,10000,18,1
6,58,0.01,5,0
7,52,10000,31,0
5,63,18958.86,3,0
8,64,3000,7,0
6,71,2000,12,0
9,33,7086.67,8,0
6,76,2000,8,0
10,66,0.01,5,1
5,76,3000,16,0
6,61,6000,1,0
10,55,0.01,5,1
5,41,0.01,7,0
10,49,3000,6,0
12,33,0.01,10,1
6,66,6105.32,7,0
4,50,6000,1,0
11,74,5000,5,0
8,55,5610,1,1
9,58,8400,11,1
10,53,6000,2,1
11,31,0.01,5,0
15,62,6000,5,1
9,52,5000,6,0
6,23,1000,1,0
8,55,20,19,0
6,68,10000,6,0
8,70,6075.13,21,0
5,48,6000,1,0
9,36,0.01,8,0
14,40,600,8,0
7,43,4000,1,0
11,48,0.01,5,1
20,32,13420,8,1
6,74,8053.36,31,0
7,34,860,8,0
10,44,12000,1,1
16,60,2500,2,1
17,34,2000,12,1
8,42,0.01,8,1
11,50,3000,4,0
10,37,0.01,7,1
8,60,6000,8,0
11,36,0.01,8,1
7,55,0.01,11,0
9,31,0.01,5,1
7,32,1000,5,0
5,60,2000,9,0
7,77,5000,5,0
5,56,12000,22,0
3,58,0.01,5,0
7,56,0.01,4,0
10,76,13000,4,0
8,55,500,19,0
7,30,0.01,6,0
10,62,6000,4,0
4,65,3000,8,0
7,59,780,11,0
7,46,0.01,8,0
14,59,9000,8,1
8,62,9000,8,0
10,61,15969.54,6,0
8,37,0.01,8,0
7,67,8031.18,4,0
3,57,21000,3,0
6,44,0.01,4,0
6,73,2000,4,0
4,49,6000,4,0
12,60,0.01,5,0
9,74,19904.9,3,0
6,48,0.01,9,0
4,43,0.01,4,1
12,73,6053.35,5,0
12,49,0.01,8,0
16,30,0.01,5,1
